Name	ORF	Link	Annotation	Growth Rate Slope	Bootstrapped p-value of slope	R^2	Growth Rate Response @1.5SD	ESR	Calibration gene?	Bootstrapped p-value of R^2	p-value of R^2	Growth Rate Baseline	Variability	Bootstrapped p-value of variability	Unresponsive?
PRO2	YOR323C	YOR323C	proline biosynthesis || glutamate-5-semialdehyde dehydrogenase activity || YOR323C || 1086042	-0.02	9.90E-01	0.00				9.81E-01	9.77E-01	-0.05	0.25	1.90E-03	
DYN3	YMR299C	YMR299C	"nuclear migration, microtubule-mediated || motor activity || YMR299C || 1085884"	-0.02	9.90E-01	0.00				9.77E-01	9.72E-01	0.24	0.19	0.00E+00	yes
STV1	YMR054W	YMR054W	"vacuolar acidification || hydrogen-transporting ATPase activity, rotational mechanism || YMR054W || 1081017"	-0.02	9.90E-01	0.00				9.80E-01	9.76E-01	-0.02	0.22	1.00E-04	
SRB5	YGR104C	YGR104C	transcription from RNA polymerase II promoter || RNA polymerase II transcription mediator activity || YGR104C || 1080958	-0.01	9.92E-01	0.00				9.73E-01	9.69E-01	0.21	0.14	0.00E+00	yes
TPD3	YAL016W	YAL016W	protein biosynthesis* || protein phosphatase type 2A activity || YAL016W || 1084127	-0.01	9.94E-01	0.00				9.73E-01	9.69E-01	0.25	0.10	0.00E+00	yes
YLL054C	YLL054C	YLL054C	biological process unknown || transcriptional activator activity || YLL054C || 1084544	-0.01	9.94E-01	0.00				9.85E-01	9.82E-01	-0.27	0.19	0.00E+00	yes
PTI1	YGR156W	YGR156W	mRNA polyadenylylation* || RNA binding || YGR156W || 1084296	-0.01	9.95E-01	0.00				9.88E-01	9.86E-01	-0.13	0.22	1.00E-04	
CDC20	YGL116W	YGL116W	mitotic sister chromatid segregation* || enzyme activator activity || YGL116W || 1082224	-0.01	9.95E-01	0.00				9.79E-01	9.75E-01	-0.06	0.12	0.00E+00	yes
PIN3	YPR154W	YPR154W	actin cytoskeleton organization and biogenesis || molecular function unknown || YPR154W || 1086164	-0.01	9.95E-01	0.00				9.86E-01	9.84E-01	0.04	0.19	0.00E+00	yes
YNL213C	YNL213C	YNL213C	mitochondrion organization and biogenesis || molecular function unknown || YNL213C || 1084039	-0.01	9.94E-01	0.00				9.86E-01	9.84E-01	-0.39	0.19	0.00E+00	yes
WSC3	YOL105C	YOL105C	cell wall organization and biogenesis* || transmembrane receptor activity || YOL105C || 1081440	-0.01	9.96E-01	0.00				9.94E-01	9.94E-01	-0.18	0.30	2.23E-02	
RPL4A	YBR031W	YBR031W	protein biosynthesis || structural constituent of ribosome || YBR031W || 1083321	0.00	9.97E-01	0.00		down		9.96E-01	9.96E-01	-0.42	0.37	1.91E-01	
HAC1	YFL031W	YFL031W	regulation of transcription from RNA polymerase II promoter* || transcription factor activity* || YFL031W || 1080737	0.00	9.98E-01	0.00				9.99E-01	9.98E-01	-0.07	0.53	8.62E-01	
UTH1	YKR042W	YKR042W	mitochondrion organization and biogenesis* || molecular function unknown || YKR042W || 1082610	0.00	9.99E-01	0.00				9.99E-01	9.99E-01	-0.02	0.23	5.00E-04	
YEF3	YLR249W	YLR249W	translational elongation || translation elongation factor activity || YLR249W || 1085475	0.00	1.00E+00	0.00		down		9.99E-01	9.99E-01	0.15	0.27	7.00E-03	
SIW14	YNL032W	YNL032W	endocytosis* || protein tyrosine phosphatase activity || YNL032W || 1080918	0.00	1.00E+00	0.00				1.00E+00	1.00E+00	0.22	0.18	0.00E+00	yes
MOT3	YMR070W	YMR070W	transcription || DNA binding* || YMR070W || 1081228	0.00	1.00E+00	0.00				9.99E-01	9.99E-01	0.00	0.32	6.24E-02	
PCF11	YDR228C	YDR228C	mRNA polyadenylylation* || protein binding || YDR228C || 1080702	0.00	1.00E+00	0.00				9.98E-01	9.98E-01	0.02	0.11	0.00E+00	yes
YPL009C	YPL009C	YPL009C	biological process unknown || molecular function unknown || YPL009C || 1083688	0.00	1.00E+00	0.00				9.98E-01	9.98E-01	-0.20	0.14	0.00E+00	yes
GZF3	YJL110C	YJL110C	negative regulation of transcription from RNA polymerase II promoter* || transcription factor activity* || YJL110C || 1081038	0.00	9.99E-01	0.00				9.97E-01	9.97E-01	0.13	0.21	1.00E-04	
ACT1	YFL039C	YFL039C	cell wall organization and biogenesis* || structural constituent of cytoskeleton || YFL039C || 1085614	0.00	9.98E-01	0.00				9.97E-01	9.96E-01	-0.36	0.23	4.00E-04	
RCN1	YKL159C	YKL159C	calcium-mediated signaling || calcium-dependent protein serine/threonine phosphatase regulator activity || YKL159C || 1083252	0.00	9.98E-01	0.00				9.96E-01	9.95E-01	0.05	0.22	2.00E-04	
YLR159W	YLR159W	YLR159W	biological process unknown || molecular function unknown || YLR159W || 1083003	0.00	9.97E-01	0.00				9.97E-01	9.97E-01	0.15	0.40	3.59E-01	
PPN1	YDR452W	YDR452W	polyphosphate metabolism || endopolyphosphatase activity || YDR452W || 1086008	0.01	9.96E-01	0.00				9.95E-01	9.95E-01	0.17	0.38	2.54E-01	
RMD8	YFR048W	YFR048W	biological process unknown || molecular function unknown || YFR048W || 1084344	0.01	9.96E-01	0.00				9.87E-01	9.86E-01	0.05	0.17	0.00E+00	yes
SLN1	YIL147C	YIL147C	protein amino acid phosphorylation* || osmosensor activity* || YIL147C || 1085050	0.01	9.94E-01	0.00				9.91E-01	9.90E-01	-0.15	0.31	3.46E-02	
VMA10	YHR039C-A	YHR039C-A	"vacuolar acidification* || hydrogen-transporting ATPase activity, rotational mechanism || YHR039C-A || 1083233"	0.01	9.93E-01	0.00				9.91E-01	9.90E-01	0.32	0.40	3.53E-01	
YLR057W	YLR057W	YLR057W	biological process unknown || molecular function unknown || YLR057W || 1082460	0.01	9.93E-01	0.00				9.84E-01	9.81E-01	-0.34	0.20	0.00E+00	yes
SNF11	YDR073W	YDR073W	chromatin remodeling || general RNA polymerase II transcription factor activity || YDR073W || 1082598	0.01	9.93E-01	0.00				9.83E-01	9.80E-01	-0.20	0.17	0.00E+00	yes
NDC1	YML031W	YML031W	protein-nucleus import* || structural constituent of cytoskeleton || YML031W || 1082894	0.01	9.92E-01	0.00				9.80E-01	9.76E-01	-0.15	0.17	0.00E+00	yes
CLB5	YPR120C	YPR120C	G1/S transition of mitotic cell cycle* || cyclin-dependent protein kinase regulator activity || YPR120C || 1081012	0.01	9.92E-01	0.00				9.73E-01	9.69E-01	0.22	0.14	0.00E+00	yes
CKB1	YGL019W	YGL019W	protein amino acid phosphorylation* || protein kinase CK2 activity || YGL019W || 1083857	0.02	9.91E-01	0.00				9.70E-01	9.66E-01	0.03	0.14	0.00E+00	yes
YIL058W	YIL058W	YIL058W	|| || YIL058W || 1080906	0.02	9.91E-01	0.00				9.80E-01	9.76E-01	-0.08	0.22	2.00E-04	
SHE9	YDR393W	YDR393W	mitochondrion organization and biogenesis* || molecular function unknown || YDR393W || 1083515	0.02	9.90E-01	0.00				9.80E-01	9.76E-01	-0.36	0.22	2.00E-04	
APL4	YPR029C	YPR029C	vesicle-mediated transport || clathrin binding || YPR029C || 1082801	0.02	9.90E-01	0.00				9.50E-01	9.43E-01	-0.19	0.10	0.00E+00	yes
SEC39	YLR440C	YLR440C	secretory pathway || molecular function unknown || YLR440C || 1083462	0.02	9.90E-01	0.00				9.50E-01	9.44E-01	-0.09	0.10	0.00E+00	yes
SET2	YJL168C	YJL168C	"regulation of transcription, DNA-dependent* || histone methyltransferase activity* || YJL168C || 1086048"	0.02	9.90E-01	0.00				9.69E-01	9.64E-01	0.00	0.15	0.00E+00	yes
YCF1	YDR135C	YDR135C	response to metal ion* || bilirubin transporter activity* || YDR135C || 1085992	0.02	9.89E-01	0.00				9.79E-01	9.75E-01	-0.01	0.23	5.00E-04	
YNR029C	YNR029C	YNR029C	biological process unknown || molecular function unknown || YNR029C || 1084225	0.02	9.89E-01	0.00				9.61E-01	9.56E-01	0.02	0.14	0.00E+00	yes
YOR291W	YOR291W	YOR291W	biological process unknown || molecular function unknown || YOR291W || 1081041	0.02	9.89E-01	0.00				9.66E-01	9.61E-01	-0.15	0.15	0.00E+00	yes
FSH3	YOR280C	YOR280C	biological process unknown* || serine hydrolase activity || YOR280C || 1084887	0.02	9.88E-01	0.00				9.65E-01	9.60E-01	0.04	0.16	0.00E+00	yes
PEP1	YBL017C	YBL017C	protein-vacuolar targeting* || signal sequence binding || YBL017C || 1086535	0.02	9.88E-01	0.00				9.72E-01	9.68E-01	-0.03	0.20	0.00E+00	yes
QDR1	YIL120W	YIL120W	multidrug transport || multidrug transporter activity* || YIL120W || 1085849	0.02	9.88E-01	0.00		up		9.90E-01	9.89E-01	-0.03	0.58	9.45E-01	
PUP3	YER094C	YER094C	ubiquitin-dependent protein catabolism || endopeptidase activity || YER094C || 1084490	0.02	9.87E-01	0.00				9.80E-01	9.77E-01	-0.02	0.25	2.30E-03	
ARG3	YJL088W	YJL088W	arginine biosynthesis* || ornithine carbamoyltransferase activity || YJL088W || 1084880	0.02	9.87E-01	0.00				9.87E-01	9.85E-01	-0.29	0.52	8.36E-01	
CUE4	YML101C	YML101C	biological process unknown || molecular function unknown || YML101C || 1086502	0.03	9.85E-01	0.00				9.67E-01	9.62E-01	-0.19	0.21	1.00E-04	
YPL067C	YPL067C	YPL067C	biological process unknown || molecular function unknown || YPL067C || 1086359	0.03	9.85E-01	0.00				9.87E-01	9.85E-01	0.10	0.43	5.23E-01	
SRB4	YER022W	YER022W	transcription from RNA polymerase II promoter || RNA polymerase II transcription mediator activity || YER022W || 1080665	0.03	9.85E-01	0.00				9.57E-01	9.52E-01	0.21	0.17	0.00E+00	yes
YPR085C	YPR085C	YPR085C	biological process unknown || molecular function unknown || YPR085C || 1084258	0.03	9.85E-01	0.00				9.60E-01	9.55E-01	0.01	0.17	0.00E+00	yes
SNF12	YNR023W	YNR023W	chromatin remodeling || general RNA polymerase II transcription factor activity || YNR023W || 1082683	0.03	9.84E-01	0.00				9.41E-01	9.33E-01	0.07	0.13	0.00E+00	yes
KRI1	YNL308C	YNL308C	ribosome biogenesis || molecular function unknown || YNL308C || 1086150	0.03	9.83E-01	0.00		down		9.66E-01	9.61E-01	0.07	0.24	9.00E-04	
PRD1	YCL057W	YCL057W	proteolysis and peptidolysis || metalloendopeptidase activity* || YCL057W || 1081463	0.03	9.83E-01	0.00				9.53E-01	9.47E-01	-0.11	0.17	0.00E+00	yes
YGR266W	YGR266W	YGR266W	biological process unknown || molecular function unknown || YGR266W || 1086318	0.03	9.83E-01	0.00				9.75E-01	9.70E-01	0.05	0.31	3.66E-02	
YMR155W	YMR155W	YMR155W	biological process unknown || molecular function unknown || YMR155W || 1085491	0.03	9.82E-01	0.00		up		9.79E-01	9.76E-01	0.10	0.41	3.93E-01	
APM1	YPL259C	YPL259C	vesicle-mediated transport || clathrin binding || YPL259C || 1082459	0.03	9.82E-01	0.00				9.21E-01	9.10E-01	0.11	0.11	0.00E+00	yes
YPR045C	YPR045C	YPR045C	biological process unknown || molecular function unknown || YPR045C || 1081451	0.03	9.81E-01	0.00				9.70E-01	9.65E-01	0.14	0.30	2.63E-02	
CCL1	YPR025C	YPR025C	transcription initiation from RNA polymerase II promoter* || general RNA polymerase II transcription factor activity* || YPR025C || 1086016	0.03	9.81E-01	0.00				9.62E-01	9.57E-01	0.12	0.25	2.20E-03	
YJR142W	YJR142W	YJR142W	biological process unknown || molecular function unknown || YJR142W || 1085623	0.03	9.81E-01	0.00				9.57E-01	9.51E-01	0.25	0.19	0.00E+00	yes
RUD3	YOR216C	YOR216C	ER to Golgi transport || molecular function unknown || YOR216C || 1082666	0.03	9.81E-01	0.00				9.37E-01	9.29E-01	-0.14	0.16	0.00E+00	yes
AME1	YBR211C	YBR211C	attachment of spindle microtubules to kinetochore || molecular function unknown || YBR211C || 1086379	0.04	9.79E-01	0.00				9.49E-01	9.42E-01	0.26	0.21	0.00E+00	yes
YLR123C	YLR123C	YLR123C	|| || YLR123C || 1085021	0.04	9.78E-01	0.00				9.47E-01	9.40E-01	-0.10	0.21	0.00E+00	yes
YFL067W	YFL067W	YFL067W	biological process unknown || molecular function unknown || YFL067W || 1086790	0.04	9.77E-01	0.00				9.67E-01	9.62E-01	0.13	0.27	6.70E-03	
UPC2	YDR213W	YDR213W	sterol biosynthesis* || RNA polymerase II transcription factor activity || YDR213W || 1082452	0.04	9.76E-01	0.00				9.35E-01	9.26E-01	0.21	0.16	0.00E+00	yes
YOR364W	YOR364W	YOR364W	|| || YOR364W || 1082516	0.04	9.76E-01	0.00				9.49E-01	9.42E-01	0.37	0.23	5.00E-04	
OMA1	YKR087C	YKR087C	misfolded or incompletely synthesized protein catabolism || metalloendopeptidase activity || YKR087C || 1086611	0.04	9.75E-01	0.00				9.32E-01	9.23E-01	-0.03	0.18	0.00E+00	yes
ERG11	YHR007C	YHR007C	ergosterol biosynthesis || sterol 14-demethylase activity || YHR007C || 1086033	0.04	9.74E-01	0.00				9.73E-01	9.68E-01	0.15	0.44	5.73E-01	
DSK2	YMR276W	YMR276W	"ER-associated protein catabolism* || protein binding, bridging || YMR276W || 1083648"	0.04	9.75E-01	0.00				9.77E-01	9.73E-01	-0.09	0.50	7.90E-01	
PMS1	YNL082W	YNL082W	meiosis* || DNA binding* || YNL082W || 1084362	0.05	9.74E-01	0.00				9.58E-01	9.52E-01	0.02	0.32	5.46E-02	
BCK2	YER167W	YER167W	G1/S transition of mitotic cell cycle* || molecular function unknown || YER167W || 1082408	0.05	9.73E-01	0.00				9.29E-01	9.20E-01	0.05	0.20	0.00E+00	yes
CKB2	YOR039W	YOR039W	protein amino acid phosphorylation* || protein kinase CK2 activity || YOR039W || 1082416	0.05	9.71E-01	0.00				9.43E-01	9.35E-01	0.27	0.26	2.80E-03	
BUD3	YCL014W	YCL014W	cytokinesis* || molecular function unknown || YCL014W || 1085259	0.05	9.70E-01	0.00				9.52E-01	9.46E-01	-0.02	0.28	1.14E-02	
TRK1	YJL129C	YJL129C	potassium ion homeostasis || potassium ion transporter activity || YJL129C || 1083463	0.05	9.68E-01	0.00				9.04E-01	8.92E-01	0.05	0.17	0.00E+00	yes
SAP30	YMR263W	YMR263W	chromatin silencing at telomere* || histone deacetylase activity || YMR263W || 1086836	0.05	9.68E-01	0.00				8.71E-01	8.53E-01	0.15	0.11	0.00E+00	yes
YDC1	YPL087W	YPL087W	response to heat* || ceramidase activity || YPL087W || 1083872	0.06	9.68E-01	0.00		up		9.32E-01	9.23E-01	-0.05	0.20	0.00E+00	yes
BNA4	YBL098W	YBL098W	NAD biosynthesis || kynurenine 3-monooxygenase activity || YBL098W || 1082414	0.06	9.67E-01	0.00				9.65E-01	9.60E-01	-0.55	0.46	6.27E-01	
RMP1	YLR145W	YLR145W	rRNA processing* || molecular function unknown || YLR145W || 1085500	0.06	9.67E-01	0.00				9.44E-01	9.36E-01	0.00	0.30	2.71E-02	
PPX1	YHR201C	YHR201C	polyphosphate metabolism || exopolyphosphatase activity || YHR201C || 1086586	0.06	9.65E-01	0.00				9.15E-01	9.03E-01	0.19	0.19	0.00E+00	yes
YDR029W	YDR029W	YDR029W	|| || YDR029W || 1081137	0.06	9.65E-01	0.00				9.35E-01	9.27E-01	-0.10	0.20	0.00E+00	yes
VPH2	YKL119C	YKL119C	protein complex assembly* || molecular function unknown || YKL119C || 1082491	0.06	9.62E-01	0.00				9.58E-01	9.52E-01	0.27	0.45	6.03E-01	
AQR1	YNL065W	YNL065W	drug transport* || monocarboxylic acid transporter activity* || YNL065W || 1083674	0.06	9.62E-01	0.00				9.73E-01	9.69E-01	0.75	0.61	9.66E-01	
YOR169C	YOR169C	YOR169C	|| || YOR169C || 1082678	0.07	9.59E-01	0.00		down		9.30E-01	9.21E-01	0.27	0.26	3.30E-03	
EBS1	YDR206W	YDR206W	telomerase-dependent telomere maintenance || molecular function unknown || YDR206W || 1081229	0.07	9.57E-01	0.00				8.25E-01	8.03E-01	0.03	0.12	0.00E+00	yes
COY1	YKL179C	YKL179C	Golgi vesicle transport || molecular function unknown || YKL179C || 1082186	0.07	9.56E-01	0.00				9.13E-01	9.01E-01	0.05	0.19	0.00E+00	yes
YJR100C	YJR100C	YJR100C	biological process unknown || molecular function unknown || YJR100C || 1081090	0.08	9.56E-01	0.00				8.87E-01	8.72E-01	-0.12	0.18	0.00E+00	yes
RPS17B	YDR447C	YDR447C	protein biosynthesis* || structural constituent of ribosome || YDR447C || 1084817	0.08	9.55E-01	0.00		down		9.33E-01	9.24E-01	0.16	0.25	2.30E-03	
YDR336W	YDR336W	YDR336W	biological process unknown || molecular function unknown || YDR336W || 1083599	0.08	9.55E-01	0.00				8.80E-01	8.64E-01	-0.04	0.16	0.00E+00	yes
PFS2	YNL317W	YNL317W	mRNA polyadenylylation* || RNA binding || YNL317W || 1086177	0.08	9.55E-01	0.00				8.86E-01	8.70E-01	-0.16	0.20	0.00E+00	yes
YDR266C	YDR266C	YDR266C	biological process unknown || molecular function unknown || YDR266C || 1082053	0.08	9.55E-01	0.00				8.56E-01	8.37E-01	-0.07	0.15	0.00E+00	yes
TCM10	YDR350C	YDR350C	protein complex assembly || molecular function unknown || YDR350C || 1082025	0.08	9.55E-01	0.00		up		8.83E-01	8.67E-01	-0.03	0.14	0.00E+00	yes
YHL013C	YHL013C	YHL013C	biological process unknown || molecular function unknown || YHL013C || 1082740	0.08	9.54E-01	0.00		down		8.88E-01	8.73E-01	0.10	0.20	0.00E+00	yes
SCS22	YBL091C-A	YBL091C-A	biological process unknown* || molecular function unknown || YBL091C-A || 1086021	0.08	9.53E-01	0.00				9.36E-01	9.28E-01	0.10	0.33	7.85E-02	
PCP1	YGR101W	YGR101W	mitochondrion organization and biogenesis* || peptidase activity || YGR101W || 1085467	0.08	9.53E-01	0.00				9.28E-01	9.18E-01	-0.34	0.30	2.87E-02	
MCM6	YGL201C	YGL201C	DNA replication initiation* || chromatin binding* || YGL201C || 1084191	0.08	9.53E-01	0.00				8.44E-01	8.24E-01	0.07	0.14	0.00E+00	yes
INO80	YGL150C	YGL150C	DNA repair* || ATPase activity || YGL150C || 1082163	0.08	9.52E-01	0.00				8.88E-01	8.72E-01	-0.16	0.21	1.00E-04	
YIL006W	YIL006W	YIL006W	transport* || transporter activity* || YIL006W || 1081966	0.08	9.52E-01	0.00				9.14E-01	9.02E-01	-0.35	0.28	9.00E-03	
YPR098C	YPR098C	YPR098C	biological process unknown || molecular function unknown || YPR098C || 1081060	0.08	9.51E-01	0.00		up		9.13E-01	9.02E-01	0.04	0.29	1.63E-02	
YIR020C	YIR020C	YIR020C	|| || YIR020C || 1081612	0.09	9.49E-01	0.00				8.91E-01	8.77E-01	-0.05	0.20	0.00E+00	yes
RNH202	YDR279W	YDR279W	DNA replication || ribonuclease H activity || YDR279W || 1083262	0.09	9.48E-01	0.00				8.96E-01	8.82E-01	0.13	0.21	1.00E-04	
SWI4	YER111C	YER111C	G1/S transition of mitotic cell cycle* || transcription factor activity || YER111C || 1086853	0.09	9.48E-01	0.00				9.22E-01	9.11E-01	0.08	0.30	2.90E-02	
KTR6	YPL053C	YPL053C	cell wall organization and biogenesis* || mannosylphosphate transferase activity || YPL053C || 1084206	0.09	9.48E-01	0.00				9.08E-01	8.96E-01	0.24	0.24	7.00E-04	
MIH1	YMR036C	YMR036C	G2/M transition of mitotic cell cycle* || protein tyrosine phosphatase activity || YMR036C || 1082194	0.09	9.48E-01	0.00				8.32E-01	8.10E-01	-0.02	0.14	0.00E+00	yes
MSL1	YIR009W	YIR009W	"nuclear mRNA splicing, via spliceosome || RNA binding || YIR009W || 1085368"	0.09	9.46E-01	0.00				9.30E-01	9.21E-01	0.21	0.29	1.46E-02	
MMS22	YLR320W	YLR320W	double-strand break repair || molecular function unknown || YLR320W || 1086405	0.09	9.46E-01	0.00				8.81E-01	8.65E-01	0.20	0.20	0.00E+00	yes
SAN1	YDR143C	YDR143C	response to stress* || ubiquitin-protein ligase activity || YDR143C || 1085407	0.09	9.45E-01	0.00				8.96E-01	8.83E-01	-0.10	0.26	3.40E-03	
RSE1	YML049C	YML049C	"nuclear mRNA splicing, via spliceosome* || U2 snRNA binding || YML049C || 1082926"	0.09	9.45E-01	0.00				8.05E-01	7.80E-01	0.03	0.14	0.00E+00	yes
YDL156W	YDL156W	YDL156W	biological process unknown || molecular function unknown || YDL156W || 1080988	0.09	9.45E-01	0.00				8.64E-01	8.46E-01	-0.17	0.19	0.00E+00	yes
YNL040W	YNL040W	YNL040W	biological process unknown || molecular function unknown || YNL040W || 1081892	0.10	9.45E-01	0.00				9.18E-01	9.06E-01	0.19	0.31	4.28E-02	
YKR040C	YKR040C	YKR040C	|| || YKR040C || 1086896	0.10	9.45E-01	0.00				9.14E-01	9.02E-01	0.18	0.30	2.28E-02	
IDI1	YPL117C	YPL117C	ergosterol biosynthesis || isopentenyl-diphosphate delta-isomerase activity || YPL117C || 1083987	0.10	9.45E-01	0.00				8.78E-01	8.62E-01	0.02	0.20	0.00E+00	yes
RAD51	YER095W	YER095W	telomerase-independent telomere maintenance* || recombinase activity || YER095W || 1085025	0.10	9.42E-01	0.00				9.24E-01	9.14E-01	-0.40	0.34	9.19E-02	
RAD3	YER171W	YER171W	transcription initiation from RNA polymerase II promoter* || general RNA polymerase II transcription factor activity* || YER171W || 1085550	0.10	9.41E-01	0.00				8.14E-01	7.90E-01	-0.05	0.15	0.00E+00	yes
MDV1	YJL112W	YJL112W	mitochondrial genome maintenance* || molecular function unknown || YJL112W || 1086240	0.10	9.41E-01	0.00				8.98E-01	8.85E-01	-0.24	0.24	1.30E-03	
SWA2	YDR320C	YDR320C	ER organization and biogenesis || protein binding || YDR320C || 1083164	0.10	9.41E-01	0.00				7.93E-01	7.66E-01	-0.06	0.14	0.00E+00	yes
DID4	YKL002W	YKL002W	protein retention in Golgi* || protein binding || YKL002W || 1082247	0.10	9.41E-01	0.00				8.20E-01	7.97E-01	-0.13	0.15	0.00E+00	yes
YDL025C	YDL025C	YDL025C	biological process unknown || protein kinase activity || YDL025C || 1084867	0.11	9.37E-01	0.00				9.09E-01	8.97E-01	-0.62	0.34	1.06E-01	
YDR185C	YDR185C	YDR185C	biological process unknown || molecular function unknown || YDR185C || 1082675	0.11	9.37E-01	0.00				8.45E-01	8.25E-01	0.28	0.20	0.00E+00	yes
YDJ1	YNL064C	YNL064C	ER-associated protein catabolism* || chaperone regulator activity* || YNL064C || 1082864	0.11	9.36E-01	0.00				8.87E-01	8.72E-01	-0.06	0.25	2.40E-03	
SFL1	YOR140W	YOR140W	negative regulation of transcription from RNA polymerase II promoter || specific transcriptional repressor activity || YOR140W || 1082363	0.11	9.35E-01	0.00				8.80E-01	8.64E-01	-0.26	0.26	3.60E-03	
BIT61	YJL058C	YJL058C	biological process unknown || molecular function unknown || YJL058C || 1081940	0.11	9.33E-01	0.00				7.69E-01	7.40E-01	-0.10	0.14	0.00E+00	yes
KCS1	YDR017C	YDR017C	response to stress* || inositol or phosphatidylinositol kinase activity || YDR017C || 1082905	0.12	9.33E-01	0.00				9.52E-01	9.46E-01	0.39	0.61	9.69E-01	
LOT6	YLR011W	YLR011W	biological process unknown || FMN reductase activity || YLR011W || 1081100	0.12	9.33E-01	0.00				9.04E-01	8.92E-01	0.33	0.33	6.59E-02	
SPO12	YHR152W	YHR152W	regulation of exit from mitosis* || molecular function unknown || YHR152W || 1084993	0.12	9.33E-01	0.00				8.58E-01	8.39E-01	-0.10	0.23	4.00E-04	
SCS2	YER120W	YER120W	chromatin silencing at telomere* || protein binding || YER120W || 1084428	0.12	9.32E-01	0.00				7.88E-01	7.61E-01	0.11	0.14	0.00E+00	yes
PFK1	YGR240C	YGR240C	glycolysis || 6-phosphofructokinase activity || YGR240C || 1084402	0.12	9.30E-01	0.00				9.33E-01	9.24E-01	0.11	0.46	6.56E-01	
SEC6	YIL068C	YIL068C	cytokinesis* || protein binding || YIL068C || 1086169	0.12	9.29E-01	0.00				8.26E-01	8.04E-01	0.18	0.20	0.00E+00	yes
YJR136C	YJR136C	YJR136C	protein biosynthesis || molecular function unknown || YJR136C || 1083670	0.12	9.29E-01	0.00				8.32E-01	8.10E-01	0.10	0.20	0.00E+00	yes
HCS1	YKL017C	YKL017C	lagging strand elongation || DNA helicase activity || YKL017C || 1084954	0.12	9.28E-01	0.00				7.73E-01	7.44E-01	-0.12	0.15	0.00E+00	yes
YPR013C	YPR013C	YPR013C	biological process unknown || molecular function unknown || YPR013C || 1085495	0.13	9.22E-01	0.00				8.81E-01	8.65E-01	0.00	0.27	6.80E-03	
